text,cleaned_text,tokenized_and_lemmatized,sentiment
"Not a penny anymore. Supporting Ukraine is supporting Hamas, Isis, and Iran.",Not a penny anymore Supporting Ukraine is supporting Hamas Isis and Iran,penny anymore supporting ukraine supporting hamas isi iran,Positive
Hamas always asks “where is Netanyahu”  But they never ask “how is Netanyahu”  😞,Hamas always asks where is Netanyahu But they never ask how is Netanyahu,hamas always asks netanyahu never ask netanyahu,Neutral
"I'll speak out. What Hamas did was unacceptable. Also, killing innocent Palestinian women and children is unacceptable. Killing innocent civilians anywhere should be condemned.  Agree?",I ll speak out What Hamas did was unacceptable Also killing innocent Palestinian women and children is unacceptable Killing innocent civilians anywhere should be condemned Agree,speak hamas unacceptable also killing innocent palestinian woman child unacceptable killing innocent civilian anywhere condemned agree,Negative
⚡⚡ 🇮🇱🇵🇸 These narrow tunnels of terrorist Hamas are filled in this way,These narrow tunnels of terrorist Hamas are filled in this way,narrow tunnel terrorist hamas filled way,Negative
Ceasefire between Israel and Hamas good but not Ukraine and Russia?,Ceasefire between Israel and Hamas good but not Ukraine and Russia,ceasefire israel hamas good ukraine russia,Positive
"Hamas ‘s main mission to kidnap people not to kill so they could trade inmates from Israel. Israel did the most killing by firing to anyone was moving on that day, not knowing who they killed. It will show that Israel is the guilty side on 10/7 for the murders…. Shameful!",Hamas s main mission to kidnap people not to kill so they could trade inmates from Israel Israel did the most killing by firing to anyone was moving on that day not knowing who they killed It will show that Israel is the guilty side on 10 7 for the murders Shameful,hamas main mission kidnap people kill could trade inmate israel israel killing firing anyone moving day knowing killed show israel guilty side murder shameful,Negative
Hamas ‘Spies’ in Israel Facilitated Oct. 7 Operation   #SAVE_GAZA_CHILDREN #IsraeliNewNazism #Israel_is_a_terrorist_organization #netanyahou_biden_are_terrorists_and_war_criminals,Hamas Spies in Israel Facilitated Oct 7 Operation save gaza children israeli new nazism israel is a terrorist organization netanya hou biden are terrorists and war criminals,hamas spy israel facilitated oct operation save gaza child israeli new nazism israel terrorist organization netanya hou biden terrorist war criminal,Negative
The numbers look very fake to anybody from a distance. The people making the reports (hamas) say that only 10% of those killed are men. Something sounds very suspicious in their numbers,The numbers look very fake to anybody from a distance The people making the reports hamas say that only 10 of those killed are men Something sounds very suspicious in their numbers,number look fake anybody distance people making report hamas say killed men something sound suspicious number,Negative
"Words not needed, see with your own eyes! Hamas Terrorists with guns taking multiple trucks of foreign aid supplied to help civilians & shooting innocent gazans who tried stopping them! #boycottisraelbrands #FreeGazaFromHamas #FreePalestine #FreePalestineFromIsrael #HamasISIS",Words not needed see with your own eyes Hamas Terrorists with guns taking multiple trucks of foreign aid supplied to help civilians shooting innocent gazans who tried stopping them boycott israel brands free gaza from hamas free palestine free palestineFromIsrael hamas isis,word needed see eye hamas terrorist gun taking multiple truck foreign aid supplied help civilian shooting innocent gazans tried stopping boycott israel brand free gaza hamas free palestine free palestinefromisrael hamas isi,Positive
"‘I am a Zionist’ – Biden The US will provide military aid to Israel “until they get rid of Hamas,” the American president said.  https://www.rt.com/news/588960-biden-zionist-military-aid-israel/",I am a Zionist Biden The US will provide military aid to Israel until they get rid of Hamas the American president said,zionist biden u provide military aid israel get rid hamas american president said,Neutral
Do you get paid per lie or is this on the house? You completely act like October 7 didn’t happen. Like Hamas doesn’t constantly call for the eradication of Jews. Like they don’t fire rockets constantly. No one could possibly take your poisonous bullshit seriously.,Do you get paid per lie or is this on the house You completely act like October 7 didn t happen Like Hamas doesn t constantly call for the eradication of Jews Like they don t fire rockets constantly No one could possibly take your poisonous bullshit seriously,get paid per lie house completely act like october happen like hamas constantly call eradication jew like fire rocket constantly one could possibly take poisonous bullshit seriously,Negative
"No Hamas and Co would follow  him today, because they already believe in him as Isa, as God's messenger, you jews probably would condemn him as before ,or as an anti semite  or a Palestininian supporter and try to bomb him ...",No Hamas and Co would follow him today because they already believe in him as Isa as God s messenger you jews probably would condemn him as before or as an anti semite or a Palestininian supporter and try to bomb him,hamas co would follow today already believe isa god messenger jew probably would condemn anti semite palestininian supporter try bomb,Negative
